,0,type,content,3,4,5,6,7,8,9,10,11,12,13
954,2958.json,0,beaverton enjoy divers popul ( percentag popul ) among oregon citi .,diversity,city-beaverton,city,Oregon,none,0,2,0,0,0,a press release
955,12179.json,0,evid show zika virus turn fetus brain liquid .,public-health,blog-posting,,,none,7,19,3,5,44,a informal news website
956,11373.json,0,"say leav white hous , hillari clinton forc return estim $ <num> white hous china , furnitur artwork stolen .",ethics,viral-image,,,none,5,5,0,3,15,a post shared on Facebook
957,2114.json,0,georgia saudi arabia pine tree .,energy,georgia-politicians,,,none,1,0,0,0,0, political campaign
958,9588.json,0,u.s. senat candid jack kingston vote cash clunker program .,federal-budget,david-perdue,U.S. Senate candidate,Georgia,republican,5,1,4,5,1,television ad
959,3430.json,0,"put simpli , less govern spend equal privat sector job .","economy,federal-budget,jobs,stimulus",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a press release.
960,9364.json,0,turn $ <num> million deficit $ <num> million surplus citi .,"candidates-biography,city-budget,city-government,debt,deficit,economy,history,taxes,unions",angel-taveras,Mayor of Providence,Rhode Island,democrat,2,1,2,2,0,a fundraising letter
961,10695.json,1,seventi percent american dont colleg degre .,"corrections-and-updates,education",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on ""Face the Nation."""
962,1158.json,0,"plan , first five year employ keep coverag , ca n't migrat public plan .",health-care,anthony-weiner,,New York,democrat,2,1,2,0,0,"an interview on ""Fox and Friends"""
963,5848.json,0,say oil industri subsidi presid barack obama attack dont exist,"energy,taxes",bill-johnson,U.S. representative,Ohio,republican,2,1,0,0,0,a news conference
964,10561.json,0,presid barack obama veto keyston xl pipelin kill <num> job .,"energy,jobs",tom-graves,,,republican,1,0,5,0,1,a press release
965,512.json,1,john mccain decid stand georg bush <num> percent time ( last year ) .,bush-administration,barack-obama,President,Illinois,democrat,70,71,160,163,9,"St. Paul, Minn."
966,5815.json,0,"say bill pascrel vote elimin estat tax billionair , vote .","message-machine-2012,taxes",steve-rothman,,,democrat,1,2,0,1,1,a video posted on YouTube
967,12906.json,0,"hillari clinton tax return , saw lot incom come donor clinton foundat peopl benefit state depart term well .","candidates-biography,income",paul-manafort,,,republican,0,2,1,0,1,"an interview on ""State of the Union"""
968,7909.json,1,"say roll stone perform austin park , paid $ <num> nearbi citi rollingwood one night inconveni .","city-government,recreation",barry-bone,Businessman,Texas,none,0,0,0,0,0,an opinion column in the Westlake Picayune.
969,7044.json,0,say naacp ohio chapter endors issu <num>,"elections,redistricting",voters-first-ohio,,Ohio,none,1,0,0,0,0,a news story
970,11284.json,0,florida led nation job creation bush governor .,"candidates-biography,economy,florida",jeb-bush,,Florida,republican,17,5,17,24,2,a campaign video
971,11761.json,1,say marco rubio know full well vote amend increas militari spend $ <num> billion .,"federal-budget,military,voting-record",ted-cruz,Senator,Texas,republican,36,33,15,19,8,"a Republican presidential debate in North Charleston, S.C."
972,13291.json,0,say joe heck vote shut govern .,voting-record,catherine-cortez-masto,,Nevada,democrat,0,1,1,1,0,a Nevada U.S. Senate debate.
973,6933.json,0,oil product <num> percent year feder land .,energy,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,the second presidential debate
974,9916.json,1,"<num> top oxycodone-dispens doctor use live florida , today , none .","criminal-justice,drugs,florida,public-safety",pam-bondi,,Florida,republican,2,2,0,4,0,a campaign commercial
975,9248.json,1,white famili like six time much wealth black hispan famili come recess .,"income,jobs",alicia-menendez,,,none,0,0,0,0,0,"comments on ABC's ""This Week"""
976,544.json,0,john mccain chang posit invad iraq .,iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a television interview
977,3679.json,0,state employe actual go get pay rais .,state-budget,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a news conference
978,11825.json,0,"texa law requir everi high school voter registrar part respons make sure children becom <num> becom elig vote , vote .","education,elections",paul-saldana,"Community advocate, member and vice presidentof Austin Independent School District Board of Trustees",Texas,democrat,0,0,1,0,0,a civic summit hosted by Austin's KLRU-TV
979,7420.json,1,feder spend entitl project consum revenu <num>,"federal-budget,health-care,medicaid,medicare,social-security",josh-mandel,Ohio treasurer,Ohio,republican,4,5,4,5,6,a letter to Ohio lawmakers
980,2723.json,0,congressman kasich want use tax dollar give secret bonus corpor friend .,"economy,jobs,message-machine,state-budget,transparency",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,a campaign video
981,5530.json,0,democrat major senat fail submit [ ] budget past <num> day .,federal-budget,johnny-isakson,U.S. Senator,Georgia,republican,2,3,3,2,0,a press release
982,4617.json,0,say rick perri increas spend texa <num> percent .,"state-budget,state-finances",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,the Blooomberg/Washington Post Republican presidential debate.
983,4498.json,1,"say share us economi , govern support research develop ( rd ) fallen near two-third sinc <num> .","federal-budget,science",rush-holt,,,democrat,0,1,2,1,0,an opinion article
984,2994.json,0,say texa republican leader propos lay thousand teacher .,"education,jobs",boyd-richie,Texas Democratic Party chair,Texas,democrat,2,1,0,0,1,a press release.
985,1184.json,0,democrat health care bill hous would creat <num> new govern bureaucraci .,health-care,charles-boustany,,Louisiana,republican,1,0,0,1,0,response to President Obama's health care address to Congress
986,11169.json,1,say donald trump support charli crist .,"campaign-finance,candidates-biography",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,comments at a GOP debate in Cleveland
987,8924.json,1,dollar general ad <num> store <num> job four-year tenur ceo .,candidates-biography,david-perdue,U.S. Senate candidate,Georgia,republican,5,1,4,5,1,a video
988,3194.json,0,properti tax exempt grant small busi move milwauke counti .,"jobs,small-business,taxes",chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,a campaign news release
989,985.json,0,gov . sarah palin got precis zero support call alaska democrat senat mark begich resign ted steven corrupt convict overturn .,"elections,pundits",rachel-maddow,MSNBC host,,none,6,6,4,6,1,an episode of her MSNBC show
990,7379.json,1,say overwhelm major american support gun legisl like background check .,"civil-rights,crime,guns",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union Address
991,2926.json,0,"dream act , two year higher educ militari servic elig citizenship . citizen , pave way bring rest ( ) extend famili unit state .",immigration,ted-poe,U.S. House Representative,Texas,republican,1,1,1,0,0,an opinion piece
992,5283.json,0,"sinc presid barack obama took offic , <num> million american work .",economy,phil-gingrey,U.S. Congressman,Georgia,republican,2,5,2,1,1,a press statement
993,4204.json,0,say oppon david dewhurst career politician .,candidates-biography,tom-leppert,Businessman,Texas,republican,0,1,0,1,0,a campaign statement.
994,7288.json,0,say virginia econom develop offici decid didnt want bid compani electr automobil plant .,"candidates-biography,china,economy,energy",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a news conference.
995,10223.json,0,"state depart say <num> job creat keyston xl pipelin ongo , endur job .","energy,jobs",russ-girling,CEO TransCanada,,none,0,1,0,0,0,"comments on ABC's ""This Week"""
996,4526.json,0,wisconsin new state budget includ <num> percent increas road construct yet weve got local town tear pave road replac gravel .,"campaign-finance,state-budget,transportation",mike-mccabe,,,none,0,1,0,0,0,a speech
997,10493.json,1,obama administr refus direct arm kurd .,"foreign-policy,iraq,terrorism",ted-cruz,Senator,Texas,republican,36,33,15,19,8,"comments on CNN's ""State of the Union"""
998,6812.json,0,"obama administr green stimulus program funnel close $ <num> billion dollar oversea firm , creat thousand job china .","china,jobs,message-machine-2012,stimulus",americans-tax-reform,,,none,4,0,1,1,1,a mailer to voters
999,13214.json,1,world <num> richest peopl wealth <num> billion poorest .,poverty,oxfam-america,,,none,0,0,0,1,0,a tweet
1000,12662.json,1,approxim <num> ( polic ) depart unit state .,"crime,criminal-justice",charles-ramsey,,,none,0,0,0,1,0,"an interview on ""Meet the Press"""
1001,3933.json,0,cost-of-liv increas social secur tie wage inflat .,social-security,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on NBC's ""Meet the Press"""
1002,7268.json,1,near quarter adult state colleg credit without degre .,"economy,education,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech
1003,2717.json,0,"<num> million temporari mortgag modif , half default .",housing,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a debate
1004,2252.json,0,republican tri block deficit commiss .,federal-budget,tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,a segment of CBS' ''Face The Nation.''
1005,3029.json,1,state abl sharpli curtail contract bargain right state employe union .,"jobs,labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a luncheon speech at the Milwaukee Press Club
1006,3471.json,0,support sharpli limit collect bargain public employe .,"labor,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,1,0,0,1,0,various votes and public statements
1007,3710.json,1,georgia one seven state countri aaa bond rate .,state-finances,nathan-deal,,,republican,9,5,11,11,0,a speech before the Atlanta Press Club
1008,1855.json,1,"rick perri attempt fast-track unnecessari coal-fir power plant , degrad air qualiti would cost billion . fortun , court stop .",environment,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,an e-mail
1009,7771.json,0,two year ago provid alon spent $ <num> year notifi school depart resid state sex offend registri .,"children,crime,criminal-justice",joee-lindbeck,special assistant attorney general,Rhode Island,state-official,0,0,1,0,0,a House Finance Committee hearing
1010,13409.json,0,"mani instanc , ( peopl ) health care cost mortgag cost rent , , way , first american histori .","economy,government-regulation,health-care,history,market-regulation",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech
1011,5101.json,0,"sinc passag obama stimulus packag , <num> million addit job lost near <num> million american work , stuck part-tim work , given look .","jobs,stimulus",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a campaign mailer
1012,7356.json,1,three four low-incom worker dont paid sick day avail .,"health-care,income,labor,public-health,workers",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1, a news release
1013,4568.json,0,say vinc polistina collect near $ <num> taxpayer-fund salari -- plus govern pension .,"income,pensions",new-jersey-democratic-state-committee,,New Jersey,democrat,2,2,1,0,0,a political mailer
1014,2099.json,0,depart health human servic provid $ <num> million state pennsylvania set new high-risk insur pool program would cover abort legal state .,"abortion,health-care",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news release
1015,1849.json,0,sat score lower alabama .,"education,message-machine",john-oxendine,,Georgia,republican,0,0,2,0,0,in a video on his Web site. 
1016,7790.json,0,boston marathon bomb suspect tamerlan tsarnaev buri far presid kennedi grave .,"crime,history,islam,pundits,religion,terrorism",john-depetro,Talk-show host,Rhode Island,talk-show-host,0,3,0,0,3,a comment on WPRO radio.
1017,6320.json,1,gov . romney plan would cut tax folk top .,"message-machine-2012,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,an advertisement
1018,3500.json,0,say david prosser = scott walker .,"candidates-biography,job-accomplishments,labor,state-budget",greater-wisconsin-political-fund,,Wisconsin,none,3,3,3,1,1,a television ad
1019,2460.json,0,"politician reid ribbl want phase social secur , forc wisconsin senior fend .","message-machine,social-security",steve-kagen,U.S. House member -- 8th District,Wisconsin,democrat,0,0,0,0,2,a campaign TV ad
1020,1948.json,0,say houston <num> th congression district gentrifi home anglo african american .,"candidates-biography,census,diversity,elections",john-faulk,Accountant,Texas,republican,0,1,0,0,0,a speech
1021,10739.json,1,"hyde amendmentlanguag ( human traffick ) bill . democrat sponsor admit bill , vote .","abortion,bipartisanship",karl-rove,,Texas,republican,2,5,2,8,0,"comments on ""Fox News Sunday"""
1022,13020.json,1,"say joe heck vote <num> time defund plan parenthood ... heck oppos woman right choos , even health risk .",abortion,catherine-cortez-masto,,Nevada,democrat,0,1,1,1,0,a television ad
1023,1119.json,0,stimulus tax cut `` began show paycheck <num> million indiana household three month ago . '',"stimulus,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Wakarusa, Ind."
1024,13128.json,1,say hillari clinton call trans-pacif partnership gold standard . call gold standard trade deal . said finest deal youv ever seen .,"candidates-biography,economy,foreign-policy,history,trade",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a Presidential debate
1025,11050.json,1,berni sander vote bradi bill -- background check wait period .,"guns,voting-record",generation-forward-pac,,,democrat,0,0,0,1,0,an attack ad.
1026,7195.json,0,say charli crist missouri rep. todd akin hold abort view . except except life mother .,"abortion,candidates-biography",lenny-curry,chairman of the Republican Party of Florida,Florida,republican,2,1,2,0,0,a tweet
1027,13047.json,0,barack obama doubl nation debt . doubl . go close $ <num> trillion leav .,"debt,economy",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a rally.
1028,2560.json,0,"say matt wand cut troutdal polic , creat slush fund .","crime,ethics,public-safety",future-pac-oregon-house-democrats,campaign committee,Oregon,democrat,3,0,0,0,1,a campaign mailer
1029,8463.json,0,second boston colleg student per capita .,education,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,a speech
1030,3458.json,0,"even expens bottl water , like perrier evian , good enough qualiti pump mine southwest virginia , accord epa regul .",environment,morgan-griffith,U.S. Congressman,Virginia,republican,3,2,1,0,0,an e-mail newsletter and House floor speech.
1031,8352.json,0,obama declar novemb nation muslim appreci month .,"islam,religion",blog-posting,,,none,7,19,3,5,44,blog posts
1032,11847.json,0,say catherin cortez masto happi line pocket taxpay dollar state employe slam frozen salari .,candidates-biography,national-republican-senatorial-committee,,,republican,11,5,7,2,5,a blog post 
1033,8170.json,0,"obamacar , ir access american peopl protect health care inform .","health-care,taxes",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a floor speech.
1034,10293.json,1,mike martinez vote rais tax util rate end free bus servic senior .,"taxes,transportation,voting-record",steve-adler,Mayor of Austin,Texas,democrat,1,1,1,2,1,a TV ad
1035,5314.json,1,"ohio one highest provision ballot rate countri , mani go uncount elect .",elections,kathleen-clyde,State representative,Ohio,democrat,0,0,0,0,0,a news conference
1036,2625.json,1,"rand paul want end feder faith-bas initi , even end deduct religi chariti .","message-machine,religion,taxes",jack-conway,Kentucky Attorney General,Kentucky,democrat,0,1,0,2,0,a campaign commercial
1037,12749.json,0,homicid last year increas <num> percent america <num> largest citi . that largest increas <num> year .,"crime,criminal-justice",donald-trump,President-Elect,New York,republican,63,114,51,37,61,his acceptance speech at the Republican Natiional Convention in Cleveland
1038,6905.json,1,canadian ( drop ) tax rate <num> percent . averag tax rate busi industri world <num> percent .,taxes,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,"the vice presidential debate in Danville, Ky."
1039,10672.json,0,white men account <num> percent arrest violent crime .,crime,sally-kohn,,,columnist,0,1,1,1,0,an opinion piece on CNN.com
1040,2217.json,0,know tax cut remark un-stimul compar differ kind govern spend .,"economy,pundits,stimulus,taxes",rachel-maddow,MSNBC host,,none,6,6,4,6,1,"the ""Rachel Maddow Show"""
1041,10232.json,0,climate-chang agreement unit state china requir chines noth <num> year .,"china,climate-change,environment,foreign-policy",mitch-mcconnell,Senate minority leader,Kentucky,republican,7,6,5,7,0,a media availability
1042,7230.json,0,say fiscal year <num> state project $ <num> billion deficit .,"deficit,state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a State of the State address
1043,4993.json,0,"wisconsin elect offici accept mickey mous , hitler signatur recal petit .","elections,legal-issues",maciver-institute,Think tank,Wisconsin,independent,1,0,0,1,1,a video
1044,794.json,0,"wrote secretari paulson , wrote feder reserv chairman bernank [ <date> <num> ] , told someth deal , nobodi anyth .",economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Nashville, Tenn."
1045,12011.json,0,"great wall china , built <num> year ago , <num> mile ( long ) .",history,donald-trump,President-Elect,New York,republican,63,114,51,37,61,remarks after the Super Tuesday balloting
1046,8946.json,1,"dallas/fort worth airport need stop earthquak spike year ago , temporarili shut well inject frack fluid ground ... ( ) earthquak stop .","energy,environment",rachel-maddow,MSNBC host,,none,6,6,4,6,1,"a broadcast of MSNBC's ""The Rachel Maddow Show"""
1047,3508.json,0,say suprem court candid joann kloppenburg record state justic depart lawyer consist prosecut case regard regul dock .,"candidates-biography,environment,legal-issues",david-prosser,Wisconsin Supreme Court justice,Wisconsin,none,0,0,0,0,1,statement during a candidate forum
1048,3306.json,0,"one half feder spend goe social secur , medicar medicaid half goe program fund money borrow foreign land .",federal-budget,rob-woodall,U.S. Representative,Georgia,republican,0,0,2,0,0,a town hall meeting
1049,1189.json,1,medicar began public option hold <num> percent market share .,"health-care,medicare",tom-price,Congressman,Georgia,republican,1,2,5,3,0,a fundraising letter
1050,9107.json,1,say sen. mitch mcconnel . <num> recipi contribut lobbyist cycl .,"campaign-finance,congress,campaign-advertising",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2,2,3,1,0,a campaign email to supporters
1051,809.json,1,<num> percent small busi make less $ <num> would see tax increas barack obama 's plan .,taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Hempstead, N.Y."
1052,171.json,0,'' lead democrat candid said unfett free market destruct forc modern america . '',economy,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"Dearborn, Mich."
1053,1739.json,0,say american public overwhelm oppos democratic-st health care plan .,health-care,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a radio address
1054,9047.json,1,say dan patrick support give $ <num> taxpayer-fund voucher everi famili buy car .,"families,federal-budget,transportation",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a TV ad
1055,7685.json,0,"right , rhode island polic come across young person gun , realli dont legal right take away .","crime,criminal-justice,guns,legal-issues",linda-finn,landscape designer,Rhode Island,democrat,0,0,1,2,0,a TV interview
1056,13490.json,0,"trade agreement <num> countri , trade surplus one <num>",trade,don-beyer,8th District congressional candidate,Virginia,democrat,1,2,1,3,0,an interview.
1057,10962.json,1,"march , first time human histori , month averag carbon dioxid atmospher exceed <num> part per million . rang <num> - <num> part per million hundr thousand year .","climate-change,congress",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,U.S. Senate
1058,7845.json,0,"jon corzin , elect governor . team barbara buono . $ <num> billion sale tax increas ? pass . spend state histori ? pass . buono name budget chair , tax fee increas <num> time two year . state debt ? $ <num> billion . unemploy ? doubl .","debt,jobs,state-budget,state-finances,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,A gubernatorial campaign television ad
1059,10388.json,0,obama administr support muslim alli tri establish new intern blasphemi standard .,"civil-rights,foreign-policy,religion,terrorism",jonathan-turley,,,none,1,0,0,0,0,"a ""Washington Post"" op-ed"
1060,180.json,0,congress ' approv rate <num> percent . know 's higher ? dick cheney hmos .,job-accomplishments,bill-richardson,Governor,New Mexico,democrat,1,2,3,8,1,Las Vegas
1061,781.json,0,oil compani ... current <num> -million acr re use .,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Nashville, Tenn."
1062,12627.json,1,say donald trump propos tax treatment hedg fund manag make current loophol even wors .,taxes,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a speech
1063,2594.json,1,john raes wife regist vote florida cant even vote .,"candidates-biography,elections,message-machine",joe-manchin,Senator from West Virginia,West Virginia,democrat,0,0,1,1,0,a campaign ad
1064,7543.json,0,"scientist tell us could cure <num> year alzheim overzeal regul , excess taxat greedi litig .","government-regulation,health-care,market-regulation,science",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a speech at CPAC
1065,7073.json,0,"mitt romney made hundr million dollar shut ( marion , ind . paper ) plant .","candidates-biography,corporations,message-machine-2012",priorities-usa-action,,,democrat,3,1,4,2,1,in a TV ad
1066,12195.json,1,peopl struck lightn commit in-person voter fraud imperson .,"civil-rights,crime,elections,government-regulation",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1,2,2,3,0,a blog post
1067,13190.json,0,say hillari clinton tim kain want expand ( obamacar ) single-pay program .,"drugs,health-care,history",mike-pence,Governor,Indiana,republican,8,10,12,5,0,the 2016 Vice Presidential debate
1068,7447.json,1,say last non-partisan commiss improv vote experi america conclud # voterid necessari .,elections,greg-abbott,governor,Texas,republican,11,3,8,6,5,a Twitter post.
1069,9472.json,0,oregon school district direct <num> percent food budget purchas local food . that highest percentag countri .,agriculture,oregon-department-agriculture,,Oregon,government-body,0,0,1,0,0,a news release
1070,12368.json,0,germani crime-riddl right migrat europ .,"crime,criminal-justice,human-rights,immigration,public-safety",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with NBC News
1071,5788.json,1,say thecongression budget officeha estimatedeveri penni feder budget go interest debt entitl spend <num>,"deficit,federal-budget",frank-wolf,U.S. Representative,Virginia,republican,1,0,0,0,0,a floor speech.
1072,6665.json,0,mitt romney said tragic end war iraq .,iraq,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech at the Democratic National Convention in Charlotte, N.C."
1073,10858.json,0,"obama first five year presid , black unemploy increas <num> percent . reagan presid , black unemploy drop <num> percent .","diversity,economy,history,jobs",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on social media
1074,3522.json,0,milwauke lost headquart millercoor area lack good transit .,"jobs,transportation",jason-haas,Milwaukee County supervisor,Wisconsin,none,0,1,0,0,0,a newspaper interview
1075,6469.json,0,"say presid obama said nation debt , dont done three year , there go one-term proposit .","deficit,message-machine-2012",americans-prosperity,,,none,6,7,2,1,2,an Americans for Prosperity attack ad
1076,13502.json,0,"black live matter , attack law enforc offic -- barack obama white hous .","civil-rights,crime,criminal-justice",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,an interview
1077,9834.json,1,<num> near <num> million arrest <num> use dead forc polic unit state .,"civil-rights,criminal-justice,guns,public-safety",edward-flynn,,,none,1,0,3,2,0,an interview
1078,7991.json,0,everi major religion oppos same-sex marriag .,"gays-and-lesbians,religion",phil-burress,"President, Citizens for Community Values",Ohio,republican,0,0,1,0,0,news story
1079,7994.json,0,say texa <num> abort year .,abortion,jonathan-stickland,State representative,Texas,republican,1,0,0,0,1,a tweet
1080,10846.json,0,say thoma jefferson said govern best govern least .,"government-regulation,history",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a tweet
1081,8830.json,0,$ <num> billion fund k- <num> educ fund highest florida histori includ record $ <num> billion state fund .,education,rick-scott,Governor,Florida,republican,28,23,38,34,7,a press release about his education budget proposal
1082,6033.json,1,"<num> florida elect , least <num> elig voter wrong drop vote roll attempt purg list felon . mani drop show vote told could .",elections,bill-nelson,,Florida,democrat,3,1,8,10,0,letter to Gov. Rick Scott
1083,700.json,1,"grandfath came home ... ( world war ii ) exhaust burden born , die next day .",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"St. Paul, Minn."
1084,12214.json,1,largest u.s. compani would owe $ <num> billion u.s. tax cash store tax haven .,"corporations,taxes",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a tweet
1085,11661.json,0,trump put father money mutual fund ... hed $ <num> billion .,wealth,occupy-democrats,,,organization,0,4,3,1,4,a Facebook post
1086,8986.json,1,"fewer black latino men particip labor forc , compar young white men .","diversity,economy,jobs",barack-obama,President,Illinois,democrat,70,71,160,163,9,an event at the White House
1087,6922.json,0,say adam hasner give wealthi tax break worth $ <num> year hike middl class tax $ <num>,"message-machine-2012,taxes",lois-frankel,,Florida,democrat,2,0,0,0,1,a television ad
1088,2738.json,0,"state hous incumb jill chamber , r-atlanta , person profit taxpay money .",ethics,georgia-house-democratic-caucus-behalf-elena-paren,,,democrat,0,1,0,0,0,a campaign mailer
1089,7416.json,0,group support presid health care bill ? latino .,health-care,david-plouffe,Senior Adviser to the President,,democrat,1,0,0,2,0,an interview
1090,9101.json,0,"women take birth control , half , medic condit .","abortion,health-care,sexuality",barbara-boxer,U.S. Senator,California,democrat,2,0,3,4,1,"an interview on MSNBC's ""Jansing & Co."""
1091,2494.json,0,say feingold garag ad fake : hes stand front hous .,"job-accomplishments,message-machine",mark-belling,Talk show host for WISN-AM,Wisconsin,talk-show-host,0,0,0,0,1,a website posting and statement during his radio show
1092,553.json,0,mccain `` n't held execut respons . '',candidates-biography,wesley-clark,,Arkansas,democrat,0,1,1,0,0,"an interview on CBS' ""Face the Nation"""
1093,574.json,1,mccain got money airbus ' u.s. execut politician .,"ethics,military",campaign-money-watch,,,none,1,0,0,0,0,a TV ad
1094,1262.json,0,forty-f percent doctor say theyll quit health care reform pass .,"health-care,pundits",glenn-beck,,,none,5,7,7,2,6,a statement on his Fox News Channel program
1095,9900.json,1,"say glenn grothman push state tax credit phase , someon own factori produc million incom pay less tax nephew would work full time taco bell minimum wage .","income,small-business,state-budget,taxes",mark-harris,Winnebago County Executive,Wisconsin,democrat,0,0,0,2,0,an interview
1096,1677.json,1,"say new program jail `` time non-viol , mental ill offend reduc <num> percent . ''","crime,government-efficiency,job-accomplishments",karen-sage,Attorney,Texas,democrat,0,0,0,0,0,a mailer
1097,575.json,0,"john mccain interven , help airbus get pentagon contract .","ethics,military",campaign-money-watch,,,none,1,0,0,0,0,a TV ad
1098,447.json,0,never said n't wear flag pin refus wear flag pin .,patriotism,barack-obama,President,Illinois,democrat,70,71,160,163,9,Philadelphia
1099,13049.json,0,say <num> percent doctor say hillari health concern serious could disqualifi .,"candidates-biography,pundits",blog-posting,,,none,7,19,3,5,44,internet postings
1100,12168.json,0,expand sale full-strength beer wine groceri store isgood everybodi .,Alcohol,your-choice-colorado,,Colorado ,organization,0,0,1,0,0,a TV ad
1101,11308.json,0,say histori suggest sport quick subsum lot attent span countri presidenti primari .,"elections,sports",hugh-hewitt,,,republican,1,0,1,0,0,"a panel discussion on CNN's ""State of the Union"""
1102,11212.json,1,u.s. spent reconstruct afghanistan spent marshal plan reconstruct europ .,afghanistan,matt-wuerker,Politico editorial cartoonist,,none,0,0,0,1,0,a political cartoon on Politico
1103,3697.json,1,"feder debt $ <num> trillion , almost equal size entir economi , everi child born today inherit $ <num> share nation debt take first breath .","deficit,federal-budget",jim-renacci,U.S. representative ,Ohio,republican,5,3,4,1,1,a video posted to YouTube
1104,12770.json,1,wake everi morn hous ( white hous ) built slave .,"diversity,history",michelle-obama,,Illinois,democrat,0,2,1,4,0,a speech at the Democratic National Convention in Philadelphia
1105,11955.json,0,say milwauke counti execut chris abel spent $ <num> taxpay money new luxuri suv .,county-budget,wisconsin-working-families-party,,,none,0,1,0,0,0,a direct mail flier
1106,13423.json,0,media never show crowd .,elections,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Pensacola, Fla."
1107,3087.json,0,governor made commit billion dollar debt new spend without explan plan pay money back .,transportation,brian-moran,State Democratic chairman,Virginia,democrat,0,0,1,0,1,a news release.
1108,3046.json,1,say impos tougher cost control state employe previous wisconsin governor .,"job-accomplishments,state-budget",jim-doyle,Lawyer,Wisconsin,democrat,1,1,1,1,0,a television interview
1109,12203.json,0,say congression budget offic expect protract econom malais least next decad current polici .,economy,tom-price,Congressman,Georgia,republican,1,2,5,3,0,a post on Medium
1110,12734.json,0,"hillari clinton left american harm way benghazi four american fell said , differ point make ?",candidates-biography,mike-pence,Governor,Indiana,republican,8,10,12,5,0,the Republican national convention
1111,1515.json,0,congresswoman bachmann actual said wean ' social secur medicar . want privat social secur replac medicar kind voucher system .,"medicare,social-security",americans-united-change,,,none,1,4,4,1,0,a radio ad
1112,9553.json,0,say children come u.s. stagger number presid barack obama promis amnesti .,immigration,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a press conference at Lackland Air Force Base
1113,8557.json,1,"unit state never richer , look per capita gdp .","economy,federal-budget,taxes",jan-schakowsky,Representative of 9th District of Illinois,Illinois,democrat,0,0,0,1,0,an interview on MSNBC
1114,4194.json,1,michel bachmann legisl record offer fail amend .,"candidates-biography,voting-record",tim-pawlenty,,,republican,2,3,3,6,1,a statement from the campaign
